Accel_X,Accel_Y,Accel_Z
29,33,72
27,48,88
27,55,96
21,59,100
21,62,103
18,54,87
21,56,87
27,60,96
34,49,86
42,48,90
44,49,89
46,42,80
59,38,79
64,36,78
60,42,85
55,44,88
46,42,92
47,42,85
49,34,79
52,36,83
54,57,0
63,54,76
31,42,88
13,75,121
18,68,106
4,67,111
19,58,99
19,71,125
22,77,138
25,80,152
23,96,166
33,104,173
36,92,167
31,89,159
30,82,140
36,68,133
40,59,125
43,56,114
45,54,113
51,47,106
46,50,109
48,44,100
40,41,93
45,41,92
45,45,103
50,41,102
52,37,102
56,38,109
51,39,109
49,38,111
48,33,111
43,42,122
41,33,120
39,43,128
39,43,131
36,44,137
40,32,141
43,38,136
42,32,134
42,29,132
47,39,148
58,17,110
38,30,146
44,11,122
50,15,120
46,12,122
51,4,103
41,4,108
54,10,111
58,4,110
61,13,107
65,16,106
69,10,108
66,6,104
63,8,105
69,7,103
61,4,97
53,-5,92
50,-6,88
49,-8,81
52,-9,81
61,-1,88
70,2,92
68,0,88
62,-1,81
53,0,78
45,0,78
38,6,82
37,6,81
32,9,83
38,11,85
48,15,85
58,18,89
60,20,87
60,20,87
56,23,91
51,22,81
44,16,77
38,12,75
31,14,69
29,14,67
27,22,70
32,20,68
33,28,72
37,27,69
37,29,72
38,27,68
37,27,65
34,26,61
35,25,61
33,25,61
33,30,65
29,36,70
28,39,70
22,41,67
21,48,75
22,56,80
20,61,86
18,63,88
20,61,87
23,72,90
19,57,85
21,52,83
22,53,85
17,50,88
20,54,93
19,52,95
24,51,98
25,49,99
25,45,99
26,41,97
27,40,98
28,39,99
29,37,99
33,37,104
32,35,101
32,35,102
30,33,101
32,33,102
30,33,103
29,31,101
30,30,100
30,28,99
28,30,101
27,29,101
27,28,101
28,27,100
29,27,101
28,27,100
31,27,101
30,27,101
30,26,100
27,26,99
26,25,98
26,26,98
28,26,99
31,27,100
30,26,99
28,25,96
28,25,95
27,25,95
26,25,96
27,25,95
25,25,95
26,26,96
26,26,96
24,25,95
24,25,94
24,26,95
26,28,98
26,29,98
26,28,98
26,28,99
27,28,99
29,28,100
29,26,99
30,25,97
29,24,97
28,24,96
30,23,95
