Accel_X,Accel_Y,Accel_Z
14,53,97
9,64,111
4,66,115
7,60,110
11,52,101
13,45,87
19,44,84
15,58,101
5,72,113
0,81,122
9,80,128
16,71,121
16,71,121
17,56,101
27,44,87
30,42,83
22,55,93
-135,120,291
0,68,110
6,75,95
1,69,96
9,71,95
11,78,103
5,88,112
1,101,128
4,113,150
4,117,159
7,117,161
8,107,154
20,104,133
16,100,149
19,96,143
17,93,134
18,93,129
23,87,120
26,79,109
11,76,95
10,76,94
17,78,93
22,78,94
20,74,90
23,75,92
25,80,94
33,77,95
34,76,99
32,69,94
30,66,90
31,59,87
28,56,83
21,56,87
19,51,81
19,50,84
17,46,84
19,37,83
21,28,79
28,20,77
36,11,75
38,2,70
37,-3,67
31,-1,73
24,2,80
19,3,83
18,5,88
20,1,87
24,-2,86
32,-8,85
33,-12,84
35,-17,79
36,-21,78
37,-20,80
37,-15,87
36,-12,94
34,-9,97
59,4,92
31,-4,101
31,-4,100
29,0,102
29,0,98
30,0,98
30,1,98
29,4,99
27,7,100
28,12,102
31,14,105
29,16,102
28,16,101
28,19,100
30,21,96
28,23,99
26,26,100
24,29,96
24,29,97
22,30,98
20,31,99
23,32,98
26,31,98
28,32,97
26,32,98
26,33,98
28,31,98
28,32,100
28,30,100
28,28,97
27,26,93
30,25,93
30,25,96
28,25,95
25,24,93
25,23,91
28,22,92
30,24,97
28,23,96
26,23,92
24,22,90
27,23,91
31,25,97
27,28,97
24,28,98
27,28,96
28,30,100
30,29,100
27,28,99
25,28,98
25,26,94
26,24,95
29,24,96
28,24,95
28,25,96
27,25,97
26,25,95
26,25,93
25,25,93
24,25,93
24,25,94
23,25,94
25,26,95
24,26,96
26,25,96
31,24,99
28,26,99
26,24,98
26,23,95
26,23,94
27,24,97
26,23,97
30,23,98
28,24,97
27,23,96
28,24,98
29,25,98
29,25,97
28,25,97
27,26,97
26,27,97
29,28,95
25,26,99
25,27,94
25,27,96
25,27,94
22,28,94
22,28,94
25,27,94
27,27,94
26,28,94
25,28,95
24,27,92
24,26,91
26,24,93
27,23,93
31,22,93
28,23,96
30,23,93
31,24,96
32,25,99
32,25,100
31,24,99
34,24,97
30,25,99
30,25,98
30,26,97
