Accel_X,Accel_Y,Accel_Z
79,4,102
75,1,109
77,-5,102
77,-8,102
74,-9,99
71,-8,97
61,-10,97
61,-13,91
68,-10,94
71,-8,100
65,-4,106
66,0,108
67,4,111
64,4,107
57,1,101
52,-1,95
49,-4,88
46,-8,84
64,-18,78
56,-13,73
49,-13,72
48,-11,73
45,-7,74
45,-6,75
45,-1,76
45,1,76
47,6,77
49,12,80
58,13,83
55,16,83
47,17,79
44,14,77
43,11,73
42,7,68
41,6,67
42,4,63
38,5,61
38,8,62
38,13,66
37,16,68
36,17,67
41,17,65
40,17,65
39,18,63
36,18,61
35,15,59
34,17,57
25,20,59
21,23,59
19,26,61
19,30,63
27,34,66
34,39,70
41,41,73
41,43,75
37,44,76
30,44,74
26,47,74
31,54,79
32,60,87
33,65,93
38,66,95
42,62,93
48,58,91
45,58,92
43,57,93
47,57,96
48,57,99
49,54,101
49,52,102
45,51,103
39,50,103
39,49,105
43,49,106
42,48,107
44,46,107
42,46,109
40,44,108
40,42,107
40,38,104
42,36,103
43,35,102
43,37,102
42,34,100
40,33,99
39,32,97
42,30,96
39,29,94
40,30,95
41,31,96
41,32,96
41,31,96
41,30,95
39,29,94
38,28,94
38,27,93
38,27,94
41,26,94
38,26,93
38,25,93
39,24,93
41,23,92
41,21,91
42,21,92
42,18,90
42,16,88
44,14,87
43,15,87
46,16,87
45,15,87
42,15,85
42,12,81
46,7,78
43,5,73
42,6,72
39,10,76
37,19,84
34,23,87
27,25,85
32,23,83
29,20,78
30,18,75
32,15,71
33,14,68
35,13,66
39,11,62
45,12,64
47,14,63
46,18,66
39,21,66
39,23,67
42,21,64
44,15,58
45,10,49
48,12,51
45,25,65
36,39,77
33,44,80
33,44,80
31,48,82
29,49,82
27,47,78
24,46,77
23,50,82
26,54,91
30,58,97
38,64,107
42,66,113
49,70,116
45,68,114
42,58,100
36,58,95
61,7,2
6,6,48
59,45,69
34,60,109
57,49,96
53,54,112
66,57,117
61,61,127
62,52,121
62,49,117
55,54,132
64,55,129
59,46,117
49,55,125
44,58,124
43,65,126
38,71,127
34,68,127
36,68,120
44,63,115
54,57,108
60,47,97
67,42,87
58,42,96
68,36,102
79,28,61
67,40,100
74,37,93
