Accel_X,Accel_Y,Accel_Z
25,-28,89
43,3,64
39,31,101
29,37,112
26,42,113
21,48,118
16,50,116
11,47,111
8,43,108
0,40,100
5,34,94
21,28,93
25,24,85
30,27,92
29,34,100
25,41,108
20,47,114
20,51,121
22,53,127
24,53,128
28,48,123
33,40,116
33,34,109
284,22,211
5,4,67
20,9,102
25,20,98
20,18,83
44,29,102
48,37,108
49,34,112
52,32,110
49,25,101
44,24,97
38,24,90
27,31,85
21,38,78
8,41,80
4,44,77
7,43,74
8,42,72
10,42,72
16,50,85
16,50,85
13,54,94
11,53,92
17,49,90
24,45,91
27,43,92
26,42,91
26,44,93
28,49,102
31,58,105
35,40,108
36,41,108
33,46,107
31,43,108
34,43,106
34,45,111
34,49,119
33,49,117
35,48,119
35,49,121
34,50,121
32,49,117
33,47,114
34,44,110
32,43,104
32,43,102
32,42,99
30,42,98
31,42,96
32,41,93
35,39,94
33,39,93
33,41,93
35,41,96
35,43,100
36,44,101
37,45,103
37,45,103
36,44,100
37,43,100
36,43,100
38,43,101
36,43,102
34,43,99
35,42,100
35,43,100
34,42,99
34,41,99
35,42,100
35,40,101
35,40,101
37,41,103
37,42,105
38,41,105
40,40,105
38,39,101
37,39,100
36,40,100
37,40,101
35,40,99
36,40,98
35,39,98
34,39,98
34,40,98
32,40,99
41,46,102
24,41,104
17,41,123
35,44,113
33,43,113
37,42,119
36,39,115
33,40,115
33,41,117
35,42,118
35,41,118
33,40,116
33,37,113
31,33,112
30,30,107
31,26,94
27,25,95
30,24,93
34,25,93
37,30,96
42,32,101
38,35,103
33,35,102
26,37,102
26,40,106
25,41,108
26,39,103
25,36,98
29,32,92
34,32,94
41,32,96
37,31,94
34,32,92
43,33,95
49,36,99
51,37,99
56,38,99
54,40,105
52,39,101
53,37,99
47,37,97
41,36,93
40,35,91
40,33,89
36,32,88
32,32,86
30,31,85
30,32,85
34,31,85
34,32,86
36,32,86
38,31,85
38,31,84
35,31,85
32,33,86
30,33,85
30,30,82
29,28,80
26,28,80
24,29,78
25,29,82
23,31,84
23,32,85
24,35,87
27,36,90
31,35,91
28,37,92
23,38,93
19,38,92
18,38,92
15,39,93
16,39,94
