Accel_X,Accel_Y,Accel_Z
90,39,68
5,47,119
18,36,97
22,43,111
19,51,125
18,51,124
21,46,118
24,46,118
24,45,116
21,42,111
21,38,106
19,42,110
15,47,113
10,51,114
5,56,116
6,55,112
10,54,112
15,52,110
18,51,109
21,50,106
24,49,106
25,53,110
23,56,112
23,57,110
24,57,109
18,62,111
13,63,107
11,66,105
9,71,110
7,67,101
6,71,106
4,78,111
7,79,107
10,79,106
13,77,111
27,76,108
34,73,113
38,70,106
34,63,99
34,55,85
26,58,89
23,60,95
27,58,93
29,51,91
29,43,87
28,35,81
31,28,74
30,24,72
31,19,71
26,18,80
30,23,81
38,30,85
34,21,90
35,16,87
41,8,80
54,0,69
42,-3,87
45,-10,81
43,-15,77
43,-13,76
41,-5,85
38,-3,91
32,-3,94
38,-5,93
40,-4,98
47,-8,92
51,-8,92
47,-7,93
43,-2,100
40,2,96
38,4,108
41,0,90
41,4,96
34,9,101
37,10,98
42,12,94
40,11,95
41,13,94
42,17,95
39,18,96
41,21,97
40,22,98
37,24,99
35,24,96
34,24,93
33,23,92
33,22,89
32,23,89
30,24,87
40,21,91
31,25,91
32,28,96
33,31,98
31,28,95
29,28,97
29,27,94
34,27,95
31,29,100
31,29,98
31,28,97
34,28,97
34,27,99
34,27,99
34,26,95
32,26,96
31,26,96
30,26,95
33,22,102
32,23,92
32,25,95
34,24,96
33,24,95
35,23,94
34,24,96
33,25,95
32,22,101
32,25,95
31,28,99
32,28,99
31,28,94
33,27,99
34,27,98
32,26,96
30,26,95
31,25,94
34,25,95
32,24,95
31,23,92
30,23,90
33,22,96
30,25,94
33,26,96
32,26,97
31,27,97
31,28,99
35,24,98
31,25,96
32,25,97
33,25,97
33,25,96
34,24,94
33,25,95
34,23,94
33,24,95
33,24,94
31,25,95
30,27,95
29,23,92
28,25,96
26,25,95
25,24,95
25,24,96
27,23,97
25,22,96
26,21,96
28,19,95
31,16,93
30,17,93
35,17,94
35,18,94
32,21,95
33,22,96
32,24,97
29,24,93
31,25,94
30,26,97
31,26,97
32,26,96
34,25,96
35,25,96
35,24,96
34,24,95
36,24,97
35,23,96
33,23,94
32,23,93
33,25,97
31,25,96
31,25,96
30,24,94
