Accel_X,Accel_Y,Accel_Z
159,33,3
14,59,121
42,43,104
29,40,107
18,36,95
17,33,92
24,34,94
27,37,99
27,39,101
23,41,102
19,44,104
17,47,108
14,45,106
12,43,104
10,41,102
11,40,100
21,37,102
28,36,103
29,32,100
30,30,96
30,34,100
27,37,105
22,38,103
17,39,104
12,40,104
8,41,101
13,37,97
24,32,97
31,27,93
30,26,91
35,31,101
34,36,109
28,40,110
28,43,112
25,44,112
28,43,110
29,42,109
32,39,106
32,37,103
33,36,100
36,38,105
33,38,107
31,40,109
32,40,107
37,36,104
41,33,100
41,32,99
40,34,101
38,35,97
39,36,102
35,38,101
34,35,101
39,45,99
40,31,91
39,46,100
38,43,98
37,34,95
36,37,96
36,37,99
33,41,102
36,42,107
36,40,108
37,40,107
36,38,104
36,35,101
35,33,97
36,33,96
38,34,98
37,34,97
36,33,96
36,33,96
36,33,97
39,35,103
36,35,102
36,35,101
34,33,98
35,33,97
32,36,98
31,35,96
32,35,96
32,34,94
34,34,94
35,33,97
34,31,92
35,32,96
35,32,96
34,33,98
35,32,97
38,32,99
33,32,96
35,32,96
34,33,97
36,31,97
36,31,98
35,30,96
35,30,95
35,30,96
37,30,97
35,31,97
33,31,94
34,31,95
33,31,94
34,31,95
32,33,94
32,35,96
31,36,97
31,36,98
30,36,97
29,36,95
32,35,97
31,36,97
32,35,98
32,34,96
30,34,98
32,35,98
36,31,98
34,32,97
32,34,97
34,34,101
34,35,104
36,34,105
39,34,110
39,33,111
40,30,109
42,30,107
41,31,108
40,31,106
38,30,106
40,31,105
37,31,105
35,30,103
39,30,101
42,30,104
45,30,102
47,29,101
48,28,104
47,31,106
55,36,112
44,27,94
25,28,114
39,36,117
48,36,103
45,37,107
49,39,114
53,37,110
49,35,110
45,34,107
40,35,111
39,36,106
37,36,105
37,33,100
30,30,99
41,26,96
40,30,98
43,29,96
38,30,101
39,31,100
43,32,98
54,35,103
57,36,105
53,35,104
48,32,99
50,31,94
52,31,95
50,31,94
47,29,90
46,29,88
49,32,91
50,35,92
53,35,90
53,35,94
53,36,95
53,36,96
51,32,92
50,29,88
53,25,84
51,26,83
47,26,83
44,26,82
44,26,81
