Accel_X,Accel_Y,Accel_Z
6,59,48
13,23,72
12,27,67
12,27,67
13,30,69
16,33,69
20,34,71
16,33,71
17,25,69
14,23,68
12,23,71
4,31,79
3,39,86
12,46,97
22,45,102
24,46,106
26,43,101
31,37,103
32,35,102
35,33,104
35,32,104
34,31,100
38,32,103
42,34,106
41,32,107
36,31,107
37,31,107
40,28,108
35,26,104
35,24,100
33,25,96
32,28,93
32,32,93
30,36,93
29,40,94
28,45,96
21,52,98
19,55,100
13,55,99
11,54,97
17,52,97
21,48,96
22,46,93
24,43,91
29,41,89
-24,46,109
27,21,86
23,55,102
19,56,108
15,61,108
18,61,111
20,61,115
19,57,114
19,54,113
28,49,110
39,43,115
36,39,109
29,31,99
30,30,99
32,30,100
31,31,101
27,28,93
25,28,94
25,31,95
61,37,126
54,39,136
30,25,110
-5,20,72
-33,35,60
47,51,126
37,49,119
16,52,110
42,43,120
42,35,111
40,29,105
40,25,100
30,27,94
21,33,91
14,39,90
9,45,91
9,50,95
5,55,98
4,60,101
6,62,105
13,59,102
17,52,97
24,45,91
32,38,89
34,36,88
32,36,89
32,41,95
31,47,103
28,51,107
28,51,108
28,51,110
28,49,110
30,49,110
29,47,107
34,43,105
32,42,103
30,42,100
29,42,100
27,42,97
28,40,96
31,40,98
32,41,102
32,42,103
32,43,103
35,41,103
35,39,103
33,40,103
32,42,103
29,43,102
29,43,100
29,43,101
28,43,99
28,41,97
30,40,96
32,41,100
32,42,102
31,41,101
31,41,99
32,40,98
33,39,99
32,43,100
33,43,100
33,43,100
33,44,99
34,42,96
33,42,95
34,42,93
33,43,94
33,42,92
30,45,93
29,45,93
30,46,95
31,45,94
32,44,95
31,42,95
31,43,94
32,44,99
34,44,102
34,44,102
36,41,101
36,41,103
36,41,101
37,40,101
37,38,105
37,39,104
36,40,105
34,42,106
34,42,106
38,41,106
37,41,104
36,39,99
35,41,99
35,41,97
32,42,96
34,43,97
34,43,100
37,43,101
38,43,98
45,37,93
43,36,94
41,41,96
39,37,87
34,36,92
34,41,95
39,43,90
36,41,91
35,40,94
37,39,89
36,39,88
34,41,89
32,40,86
36,39,83
32,41,84
32,42,87
33,44,92
36,45,93
