Accel_X,Accel_Y,Accel_Z
49,8,72
46,21,85
41,31,92
33,35,92
28,33,83
18,38,80
17,44,82
16,49,87
17,59,99
14,69,109
13,70,106
4,66,91
-3,70,87
-4,82,95
-6,98,112
-2,101,119
10,96,123
17,87,118
19,72,100
19,62,85
10,60,79
5,72,91
-8,81,113
9,105,123
14,90,115
12,89,116
57,66,117
15,98,142
25,82,112
26,78,112
35,75,115
37,73,114
35,67,106
32,63,102
27,60,96
21,62,93
22,64,97
25,66,102
34,69,112
32,67,107
26,68,108
6,64,93
13,63,96
19,69,110
17,74,116
13,79,120
10,81,122
12,85,128
12,86,128
11,82,120
12,77,112
16,81,112
19,79,112
20,79,103
14,79,97
13,81,100
18,84,103
24,80,97
22,77,96
22,70,89
25,67,86
29,65,87
35,57,83
34,51,79
27,47,75
29,46,78
27,45,78
27,43,85
24,41,85
27,36,83
23,29,76
23,25,79
27,18,73
34,9,66
36,12,81
32,8,85
28,5,88
31,2,85
26,1,88
27,1,93
31,-2,92
31,-6,92
35,-4,97
28,-11,103
44,-10,90
42,-11,93
38,-13,97
42,-14,93
46,-14,92
40,-8,100
44,-8,94
44,-8,94
42,-4,95
39,-2,98
33,1,101
33,1,95
29,3,94
28,7,94
24,11,96
23,14,97
23,16,96
25,18,98
29,18,96
28,17,95
28,17,95
25,19,94
27,19,94
29,18,93
27,18,92
26,19,91
27,21,94
25,22,94
24,25,96
23,29,99
22,30,101
24,31,97
25,28,98
26,26,96
25,26,95
27,27,95
26,28,99
28,28,93
26,25,95
31,23,94
30,24,94
29,25,93
27,26,93
27,27,95
27,28,96
26,29,98
26,30,98
24,30,96
26,28,93
28,27,95
29,25,94
28,26,95
29,27,96
29,28,97
29,31,96
28,28,98
30,26,93
29,27,97
28,28,97
29,27,96
28,27,95
28,26,93
30,26,95
31,26,96
29,28,94
31,28,96
28,27,100
30,28,97
27,28,97
30,29,95
29,31,98
28,30,98
25,29,95
25,26,91
31,26,95
31,26,96
28,27,96
27,27,96
27,28,95
27,29,96
31,28,99
29,29,99
27,29,95
25,30,97
28,30,98
26,30,99
27,29,97
28,28,96
28,27,96
30,26,96
32,25,95
35,25,98
33,25,98
31,25,97
31,24,96
29,26,96
