Accel_X,Accel_Y,Accel_Z
61,62,103
63,66,108
52,64,105
45,65,101
34,78,119
47,67,85
35,55,90
18,56,95
35,56,85
27,56,87
46,83,86
26,66,97
17,66,101
22,67,102
18,72,106
23,80,107
20,85,115
25,78,113
24,71,108
26,73,107
27,72,108
29,74,112
24,71,108
25,74,108
26,80,115
28,77,111
30,72,108
39,66,100
46,55,84
45,58,92
45,61,101
50,61,101
55,57,98
51,52,104
58,52,98
54,52,106
48,50,117
45,46,104
56,51,108
50,50,115
49,52,122
49,58,136
50,51,129
55,47,129
58,41,130
59,36,127
66,30,124
67,23,121
73,17,116
76,16,117
79,18,121
76,18,128
87,10,140
87,10,140
82,4,113
82,-3,108
84,-4,99
83,-9,95
79,-8,98
77,-3,102
78,4,102
72,5,104
67,5,100
63,0,97
67,-1,92
69,0,90
63,-1,84
72,7,78
67,8,86
63,4,80
63,5,75
58,4,77
60,9,78
55,11,86
54,11,73
48,8,78
50,10,80
58,17,79
54,21,83
45,22,79
40,20,76
39,21,79
36,19,78
25,15,72
26,11,67
27,15,66
38,29,76
43,38,82
42,40,82
36,37,79
27,33,73
22,27,65
22,26,62
19,26,58
16,26,54
15,33,53
19,43,60
19,58,68
12,65,75
9,66,76
8,64,75
10,60,71
12,60,72
15,56,70
12,55,71
13,58,77
16,61,83
19,61,87
21,61,91
23,57,93
23,53,94
36,51,95
29,48,96
31,47,99
31,44,100
32,43,100
32,43,101
31,43,102
30,43,103
27,42,103
25,41,102
24,42,101
22,40,100
23,40,100
23,38,104
23,38,103
24,36,102
25,36,103
26,34,100
29,35,101
31,36,102
30,37,104
29,36,103
29,37,104
28,35,101
28,35,100
27,32,97
26,33,95
27,32,95
26,33,95
26,32,95
25,34,95
25,34,95
26,35,95
26,33,94
26,32,94
27,33,96
29,34,97
29,34,97
31,34,97
30,34,98
29,34,98
30,33,98
30,33,98
28,33,97
28,33,98
29,34,99
29,35,99
29,35,98
28,34,97
29,36,98
28,35,97
28,35,98
28,35,98
29,34,97
29,34,97
29,34,97
29,34,96
30,33,95
30,34,95
30,34,96
29,34,96
28,34,96
29,35,97
29,33,95
28,32,93
28,31,92
29,33,94
28,33,94
27,32,94
