Accel_X,Accel_Y,Accel_Z
27,4,76
20,23,94
6,40,108
9,45,115
23,54,134
12,58,135
4,47,120
6,43,117
2,39,107
1,41,102
10,40,105
16,47,115
19,50,115
121,63,110
64,40,55
22,44,90
9,47,93
0,56,104
-12,68,116
-18,72,115
-26,73,122
-22,76,120
-13,71,121
-2,61,104
3,59,103
7,66,113
9,67,115
8,72,119
12,70,124
17,64,119
21,62,116
20,61,116
18,63,122
22,61,125
23,57,116
18,57,114
16,61,118
12,65,124
10,69,128
5,71,127
4,71,124
2,75,122
1,78,122
4,81,122
7,86,125
-1,84,109
2,90,102
10,97,125
6,101,137
16,92,108
15,95,105
16,92,102
13,92,103
16,90,105
28,81,92
23,75,88
16,61,74
17,56,65
17,57,71
9,51,73
12,45,67
6,43,71
9,34,74
15,16,57
17,13,60
24,11,71
22,12,77
18,6,77
16,1,79
21,0,83
35,-11,84
37,-22,93
50,-32,85
55,-45,82
69,-51,72
68,-49,75
74,-43,71
58,-37,86
48,-30,88
44,-23,91
41,-17,94
41,-12,97
40,-9,94
41,-2,99
38,2,100
33,5,98
27,8,94
28,10,92
26,15,96
26,17,96
25,19,95
23,21,95
28,23,96
27,24,96
29,22,93
29,22,91
27,21,91
28,23,93
31,23,93
29,23,95
29,23,93
29,21,93
28,22,93
28,22,93
28,23,95
28,24,96
30,23,96
27,23,96
27,22,93
25,24,96
27,24,98
28,25,99
24,25,100
25,26,98
27,26,102
26,24,101
25,21,95
26,20,95
29,20,97
32,20,99
31,20,100
28,20,98
30,20,99
30,19,98
31,18,95
30,17,93
28,19,92
26,21,93
24,21,93
27,23,95
29,24,100
28,24,98
26,24,96
27,23,96
26,22,93
28,20,93
30,20,94
32,19,94
32,19,94
33,19,90
30,19,98
33,19,95
30,18,94
32,20,94
28,20,99
28,21,94
35,18,96
30,21,99
31,21,99
31,21,100
29,22,100
30,21,98
31,21,100
36,17,100
35,17,99
37,15,100
34,14,101
35,13,100
34,11,100
34,10,102
31,9,107
29,7,108
34,3,109
30,1,108
24,1,109
18,0,112
17,-1,112
20,0,116
27,0,122
38,-3,123
46,-6,125
52,-5,128
58,-6,129
63,-5,126
59,-4,125
50,1,121
38,5,116
31,9,115
29,15,117
35,17,115
