Accel_X,Accel_Y,Accel_Z
32,19,101
0,31,110
3,47,126
3,47,126
3,39,118
0,30,101
9,23,94
14,20,85
12,19,83
10,22,85
4,28,91
-2,36,96
-8,39,100
-4,42,109
-2,40,109
7,37,112
13,29,102
14,21,89
25,12,79
24,11,75
17,18,79
11,26,88
11,32,99
15,36,111
22,38,122
18,36,119
19,34,113
17,30,101
10,31,96
12,30,93
11,34,98
10,36,99
10,49,119
14,53,130
24,49,127
20,41,121
25,40,120
22,39,117
22,40,115
20,43,118
18,45,118
20,43,118
25,43,121
25,42,122
31,39,118
33,34,112
34,32,107
32,33,106
31,36,107
26,39,106
26,40,101
26,40,102
23,41,98
26,42,103
28,42,104
28,40,100
30,38,100
33,36,101
34,35,103
33,36,102
35,36,103
35,36,104
35,37,106
35,38,111
36,39,113
36,41,114
34,42,113
33,42,112
32,42,112
32,42,115
31,40,112
35,36,114
41,33,117
42,32,116
43,34,120
42,40,129
37,45,133
43,43,140
45,45,141
46,39,133
38,37,136
45,34,124
42,34,123
53,37,113
27,35,108
18,40,128
25,43,122
32,40,113
34,40,111
31,39,111
33,36,102
27,35,93
16,35,96
23,36,98
23,34,91
22,32,82
18,31,86
21,31,84
20,35,88
25,35,90
30,36,93
32,36,92
30,36,92
30,35,91
29,36,92
31,35,91
41,33,92
42,31,93
44,28,91
46,23,87
46,22,82
38,21,80
34,21,79
30,22,79
25,24,79
27,26,83
35,27,83
36,26,85
37,26,85
33,26,84
29,26,82
26,27,85
26,25,82
28,24,83
27,24,81
28,23,81
29,25,82
31,25,84
32,26,87
31,27,90
32,27,89
29,26,88
27,24,86
26,25,86
24,25,85
23,28,86
22,29,87
18,27,86
16,28,85
13,27,83
11,28,83
14,29,83
15,27,84
19,25,84
21,24,84
22,26,85
20,27,89
20,28,91
20,29,91
17,27,89
18,23,86
18,23,86
20,23,87
19,24,88
20,24,88
21,24,90
21,23,89
19,22,89
18,21,88
17,22,90
16,23,92
17,25,94
16,25,96
15,27,96
14,27,96
13,27,96
11,28,97
12,29,100
11,29,100
11,27,100
12,25,99
10,24,96
9,24,95
8,26,96
8,27,99
8,26,99
8,26,98
6,26,98
6,25,96
7,23,94
