Accel_X,Accel_Y,Accel_Z
27,6,74
26,18,87
27,27,102
28,27,106
25,23,99
20,11,76
22,4,64
23,10,69
18,20,76
20,32,92
21,43,106
22,48,114
22,45,108
20,39,96
13,39,89
13,40,91
14,44,100
16,47,106
19,48,109
24,44,105
29,36,96
29,33,88
29,33,88
30,31,84
29,37,94
30,48,107
31,55,120
29,59,124
29,54,119
30,48,108
32,42,97
19,41,92
8,46,96
3,55,105
-7,48,99
8,59,111
15,66,122
6,74,129
22,61,106
34,60,115
38,51,101
31,51,100
28,52,100
25,53,99
24,55,101
28,56,103
30,57,104
34,57,105
37,56,108
32,57,107
27,58,108
22,58,108
24,63,114
24,66,118
23,65,116
23,63,112
23,62,110
22,61,108
23,62,107
25,63,106
23,63,105
21,64,104
24,65,97
16,66,104
16,67,104
19,68,103
20,68,103
15,71,103
13,75,107
22,74,100
20,72,108
25,72,109
34,74,111
39,73,113
42,73,114
22,67,98
21,59,80
23,54,82
25,52,85
16,53,94
16,52,93
31,47,78
26,43,86
29,41,87
38,40,89
39,42,96
32,44,100
24,43,98
18,35,90
17,26,75
23,15,65
30,10,62
39,7,67
43,6,72
49,5,76
47,4,80
44,1,75
38,0,74
29,1,72
25,3,75
25,4,76
25,6,80
27,6,82
30,5,83
38,4,84
39,0,83
34,-1,81
37,9,90
30,12,94
16,17,104
20,21,103
24,20,107
35,17,107
37,16,110
40,13,107
44,11,109
44,9,103
26,13,116
36,8,98
34,10,96
37,11,98
30,15,99
29,16,101
28,16,103
32,13,92
36,13,94
32,12,99
32,13,97
33,12,96
29,15,100
32,14,98
34,10,94
33,9,93
30,9,91
32,11,92
31,12,91
28,14,98
27,17,96
27,17,99
32,18,98
29,18,99
26,16,97
28,16,95
28,17,96
28,16,94
32,14,93
33,14,93
31,16,94
29,18,95
28,20,97
26,21,97
26,21,96
26,21,95
24,22,95
24,22,95
23,24,96
25,24,96
25,24,96
26,24,95
28,22,96
27,24,95
27,23,94
26,23,95
28,24,96
28,24,96
27,25,96
26,24,96
26,24,96
26,24,95
26,24,95
26,24,95
26,25,95
29,23,96
28,24,97
27,24,96
27,25,96
28,26,97
25,26,96
26,26,97
25,26,96
