Accel_X,Accel_Y,Accel_Z
25,7,67
18,3,63
28,9,62
27,3,57
49,5,53
48,14,57
45,9,44
41,14,52
35,24,64
30,26,60
28,31,59
30,33,66
30,35,66
32,36,67
36,34,62
33,39,70
35,50,84
38,57,96
33,67,104
29,67,110
36,56,101
42,54,99
42,54,99
44,54,104
44,56,108
41,58,112
36,59,111
38,64,119
34,62,114
28,56,107
27,46,101
33,47,97
33,52,109
33,54,111
27,53,111
30,50,107
129,52,-30
7,38,116
43,43,101
49,54,107
41,47,97
39,36,92
44,39,93
39,35,92
45,53,91
31,35,108
31,41,102
35,46,112
38,50,121
35,51,128
29,53,136
31,57,131
30,50,122
21,52,124
23,48,115
21,50,122
24,50,117
28,45,110
31,44,107
36,42,107
38,42,104
42,41,102
48,41,103
45,39,104
39,38,104
47,35,95
50,38,105
45,34,99
45,33,99
41,32,95
46,30,95
45,31,99
47,30,96
44,36,108
50,29,99
47,31,108
47,24,98
47,30,108
42,33,117
45,32,118
42,36,121
44,26,111
44,21,109
47,21,103
46,18,103
45,22,106
48,19,106
44,22,111
46,17,111
48,20,113
51,22,111
48,16,108
49,11,101
58,13,92
52,10,100
38,0,89
54,7,91
52,8,98
53,6,94
57,8,102
52,4,97
49,9,107
58,10,96
52,1,97
54,1,97
56,5,96
53,2,95
51,1,100
52,-3,98
50,0,99
47,1,99
54,-5,91
46,0,99
39,-6,95
50,6,109
49,3,104
45,5,111
46,5,105
51,6,103
45,14,111
43,6,99
38,1,81
25,2,87
31,7,86
26,8,83
22,17,107
29,18,101
34,18,104
40,19,100
49,15,87
42,12,87
40,9,82
32,7,77
28,5,71
25,7,74
29,13,78
42,18,90
42,16,89
38,16,87
35,16,86
34,15,84
33,15,84
31,14,80
29,14,77
28,13,76
26,15,74
26,17,76
29,22,84
28,22,83
27,21,81
28,22,80
27,21,80
30,22,78
31,22,76
32,22,78
28,23,76
27,22,73
28,24,75
29,27,75
27,28,75
29,33,79
30,39,84
29,40,85
26,43,88
26,43,89
27,43,86
24,44,85
20,46,85
19,48,88
18,50,92
18,53,97
18,53,97
18,53,98
18,52,97
18,49,95
19,47,96
20,46,96
21,45,96
20,44,96
20,42,97
