Accel_X,Accel_Y,Accel_Z
44,48,81
37,48,76
42,46,79
51,47,78
46,47,80
45,48,81
59,78,95
4,57,119
31,64,107
20,63,105
10,68,109
5,72,111
0,76,116
5,80,122
-9,90,149
17,66,90
3,54,108
13,57,119
18,54,113
19,45,114
36,43,117
43,41,119
49,35,113
55,25,107
49,22,107
52,22,110
55,30,122
54,30,125
55,31,131
63,21,127
73,24,127
62,19,121
64,17,123
65,10,126
64,13,128
58,12,133
60,12,130
60,7,127
60,4,131
60,-6,121
66,-3,121
65,0,123
62,-13,116
65,0,127
75,0,119
67,-15,110
70,-20,110
72,-17,111
75,-23,104
79,-21,102
72,-23,109
77,-28,91
71,-27,98
65,-27,98
65,-27,98
64,-22,90
58,-21,94
58,-20,95
65,-19,100
67,-14,101
62,-6,106
60,-6,104
59,-4,108
55,0,107
63,-2,106
62,-2,107
51,-10,96
50,-7,87
47,-9,78
41,-10,79
41,-11,76
38,-8,75
38,-4,79
45,0,79
48,1,82
40,3,78
36,3,78
32,3,73
29,2,68
28,1,61
27,1,58
34,3,58
39,8,62
43,14,67
42,22,72
42,27,78
27,27,77
19,25,72
15,22,66
22,19,60
24,17,58
27,17,55
31,15,52
34,20,59
36,28,65
32,35,71
31,39,71
25,39,68
26,41,69
25,43,69
27,45,71
29,50,75
33,54,78
34,59,86
30,63,90
26,64,92
26,65,93
26,63,93
23,64,96
22,61,97
24,60,99
25,57,99
24,56,99
25,55,103
27,54,106
28,53,108
30,50,109
31,46,107
32,44,106
32,42,106
32,40,105
33,38,105
33,37,104
29,36,103
27,34,101
28,34,103
27,34,103
25,32,102
23,30,98
24,28,95
25,29,97
24,29,97
23,30,99
24,30,99
25,30,100
26,29,98
26,29,96
24,30,95
26,30,97
27,30,97
25,30,96
26,30,96
27,30,96
26,31,96
25,31,96
26,32,97
28,32,97
26,32,95
28,33,96
28,33,96
25,32,95
29,32,96
29,31,96
29,31,95
30,31,96
30,30,95
29,31,96
26,32,96
28,32,97
28,32,96
26,32,96
27,31,96
26,30,95
25,30,95
24,30,95
25,30,95
24,29,95
25,29,94
24,31,97
28,31,99
28,29,97
25,27,95
27,27,95
24,26,95
29,26,97
29,27,97
30,26,98
31,24,96
29,25,97
31,23,95
