Accel_X,Accel_Y,Accel_Z
23,33,82
18,39,82
5,48,83
-8,66,98
-3,83,120
-7,97,143
-10,93,138
-9,79,125
-3,64,105
9,44,81
5,45,80
0,60,96
0,75,115
5,85,124
-3,75,142
3,68,112
14,60,105
19,59,103
24,60,106
33,59,104
13,54,133
29,68,116
17,73,118
7,72,110
10,70,102
1,77,115
3,76,119
7,75,121
7,73,110
10,71,108
15,66,103
10,71,106
0,77,109
-1,88,113
-1,88,113
-9,93,124
-11,97,125
-7,101,129
-5,103,127
-5,104,124
1,105,123
21,100,116
15,101,116
12,101,108
11,98,102
6,96,92
0,90,79
12,90,85
17,87,89
22,80,81
24,73,82
29,69,78
24,63,74
20,59,73
16,60,80
15,58,83
15,52,78
13,49,80
13,38,75
17,31,76
21,22,85
30,19,74
34,10,76
32,3,78
34,-2,77
36,-5,84
37,-11,92
44,-13,85
43,-19,84
39,-21,85
51,-20,88
51,-24,89
52,-24,87
48,-21,97
47,-15,97
40,-12,104
33,-5,115
40,-4,113
40,-1,111
40,-4,103
41,-6,98
41,-7,95
41,-5,89
39,-2,93
41,2,97
39,5,95
36,7,94
34,12,94
30,17,96
28,21,96
25,25,97
25,27,97
23,30,94
25,30,94
25,32,95
27,32,96
25,33,96
23,32,94
25,31,93
28,29,93
25,30,95
23,32,93
26,33,92
27,34,99
26,37,99
26,36,100
24,37,97
27,35,100
26,35,98
28,32,93
26,33,97
25,34,97
27,32,97
29,31,93
29,29,92
32,29,94
30,30,96
27,32,97
27,32,95
29,32,97
29,33,97
28,31,97
30,30,94
28,29,94
28,28,92
28,29,93
29,29,96
31,30,96
29,30,96
29,29,95
30,30,96
30,31,98
27,30,97
29,30,97
31,31,95
28,30,95
26,30,95
27,30,94
27,31,94
26,33,95
26,33,97
28,32,96
30,32,97
31,31,98
29,31,96
29,29,94
29,28,93
32,26,93
31,28,94
31,29,96
29,28,94
28,28,93
30,29,95
30,31,97
29,29,96
28,29,96
27,30,96
28,30,98
27,31,99
27,31,98
28,30,99
28,29,99
28,28,98
28,28,98
27,28,99
29,28,100
29,27,100
30,27,98
29,27,98
29,29,98
29,29,100
28,30,99
27,30,97
26,30,96
26,30,95
28,29,95
30,27,95
29,27,94
28,27,93
26,27,92
