Accel_X,Accel_Y,Accel_Z
62,-14,69
84,-10,48
46,-13,71
45,-14,63
43,-7,71
49,-3,76
45,-2,71
44,2,72
45,2,70
37,-2,59
32,-5,52
38,-7,48
43,-6,48
49,-4,51
51,-1,51
51,1,52
45,7,53
39,10,52
34,15,53
26,24,56
16,28,54
21,29,53
19,35,55
18,42,58
19,50,61
19,58,69
22,65,76
26,64,77
27,61,77
30,58,75
31,58,75
25,62,79
23,65,86
20,68,90
21,69,94
26,70,100
28,69,103
26,65,104
23,61,103
25,57,102
26,53,102
29,49,102
31,46,102
30,44,100
31,42,99
31,41,100
30,41,102
30,41,101
29,38,100
27,35,97
24,34,95
23,33,93
24,37,97
26,37,98
28,36,97
27,35,96
27,34,96
28,33,95
28,33,95
28,33,96
28,32,96
28,32,97
27,32,98
29,31,99
30,31,100
35,33,102
36,32,103
36,30,102
37,28,101
38,27,99
38,26,99
35,26,98
33,27,99
33,27,99
32,27,99
32,26,100
35,25,101
32,24,98
31,21,96
32,18,94
33,17,93
28,19,92
28,17,92
29,21,96
28,16,89
29,17,89
32,14,85
35,8,77
36,3,68
37,-2,57
38,-4,54
39,-1,53
38,1,55
35,9,59
31,16,65
28,24,69
23,29,73
19,27,69
19,25,63
22,21,53
27,22,54
28,24,55
32,28,59
34,33,63
38,37,67
39,40,72
39,40,70
40,36,65
43,35,61
44,37,66
35,44,70
35,49,76
32,62,88
38,78,108
43,73,103
46,62,92
44,62,94
35,62,97
36,66,106
27,72,113
-40,150,137
25,60,66
13,60,100
18,76,119
23,81,120
16,78,122
26,77,119
26,81,131
32,76,122
26,65,126
34,64,122
34,66,133
45,68,135
56,66,138
56,66,138
94,43,103
48,62,138
53,66,136
50,62,131
50,57,120
46,53,112
49,55,114
45,50,104
44,46,95
40,47,95
43,49,99
46,49,100
46,47,104
45,51,118
50,47,100
74,50,94
62,41,98
50,47,111
56,50,118
57,51,124
57,51,132
60,45,124
59,44,128
61,39,126
61,34,123
60,31,125
63,33,135
61,32,132
61,30,135
60,26,132
57,22,128
53,18,128
56,16,133
58,17,133
58,15,128
55,7,120
52,6,120
51,8,122
47,7,120
42,5,116
43,2,116
49,0,111
48,1,118
55,-1,110
56,-3,117
