Accel_X,Accel_Y,Accel_Z
76,0,94
71,-1,98
71,1,101
70,0,98
72,-6,95
72,-11,92
64,-12,94
61,-16,92
57,-17,88
70,-15,93
82,-12,104
81,-12,103
80,-13,100
84,-13,101
80,-13,97
81,-15,93
76,-18,86
77,-15,70
54,-18,72
42,-14,76
44,-14,72
42,-6,77
44,-5,71
53,-1,73
50,1,70
49,3,69
58,4,65
50,5,62
37,4,57
31,4,53
30,6,52
33,11,52
34,14,55
35,20,58
39,26,64
40,32,72
39,36,78
39,36,78
39,35,79
38,32,74
40,28,67
45,22,63
42,23,61
42,22,60
35,24,58
24,28,59
23,34,62
25,40,68
28,43,71
30,48,75
31,51,78
30,54,83
25,55,86
23,55,87
24,54,87
25,57,88
27,57,90
27,56,90
24,55,91
25,55,92
30,54,96
33,53,96
32,53,96
32,52,98
31,51,98
34,49,101
32,46,101
33,45,100
32,45,102
32,43,103
32,41,101
31,41,103
33,40,103
32,38,102
33,37,102
34,35,101
33,34,101
31,33,100
32,32,100
34,32,102
35,33,102
34,33,102
32,32,102
35,30,100
35,29,98
36,29,97
34,29,96
34,29,96
34,29,97
34,28,96
31,27,94
30,27,96
30,27,96
30,27,96
29,27,96
34,27,98
31,26,96
29,23,93
28,13,90
31,20,94
33,18,93
27,17,91
29,16,91
24,15,88
26,17,89
33,14,89
40,10,83
40,4,75
40,0,68
35,-2,63
37,1,65
34,2,64
33,5,63
34,9,62
36,5,54
38,6,50
36,8,47
33,16,52
35,19,49
34,14,39
39,10,28
46,11,24
44,20,31
38,30,38
28,41,46
28,51,56
29,55,57
29,47,46
29,46,51
51,52,58
56,59,82
55,75,109
6,71,164
9,84,136
19,71,112
26,68,117
16,66,47
26,63,123
30,75,128
19,86,145
32,97,152
23,86,141
26,86,149
28,84,147
46,76,135
38,70,139
45,66,117
54,61,117
63,62,117
60,67,116
56,68,118
51,73,131
50,73,124
45,75,133
44,75,129
50,64,113
50,63,115
69,58,113
65,54,106
69,51,103
61,48,104
66,49,106
68,51,109
67,38,95
63,57,118
55,53,125
62,45,112
83,24,83
62,34,100
68,44,125
61,40,125
64,35,124
69,29,118
72,23,112
68,18,108
70,19,117
70,17,117
49,3,122
67,11,120
69,20,127
